일시,시도,시·군·구,화재유형,발화열원대분류,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,인명피해(명)소계,사망,부상,재산피해소계,장소대분류,장소중분류,장소소분류
2022-07-10 17:00,서울특별시,송파구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,과부하/과전류,"전기,전자",전자기기 부속품,0,0,0,33,생활서비스,음식점,"제과점,빵집,떡집(휴게)"
2022-07-10 17:08,대전광역시,대덕구,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,110,기타,야외,쓰레기
2022-07-10 17:32,충청북도,진천군,"건축,구조물",화학적 발화열,발효열,화학적 요인,자연발화,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,430,산업시설,공장시설,그 밖의 공업
2022-07-10 17:46,전북특별자치도,정읍시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,110,기타,야외,쓰레기
2022-07-10 17:48,경기도,남양주시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",제품결함,제조상결함,"전기,전자","전기, 전자기기 케이스",0,0,0,268,주거,공동주택,아파트
2022-07-10 17:51,경상남도,거창군,기타(쓰레기 화재등),작동기기,"기기 전도,복사열,기기발열",전기적 요인,과부하/과전류,"전기,전자","기타(전기,전자)",0,0,0,60,기타,도로,전봇대
2022-07-10 18:04,강원특별자치도,영월군,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,203124,주거,단독주택,단독주택
2022-07-10 18:22,부산광역시,연제구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,24,생활서비스,음식점,일반주점
2022-07-10 18:28,세종특별자치시,세종,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,499,주거,공동주택,아파트
2022-07-10 18:35,경상남도,통영시,기타(쓰레기 화재등),작동기기,"불꽃, 스파크, 정전기",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자",전선피복,0,0,0,12,기타,야외,기타야외
2022-07-10 18:45,경기도,시흥시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자","콘센트, 스위치류",0,0,0,61831,주거,단독주택,다가구주택
2022-07-10 19:12,경기도,시흥시,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"오일,연료누설","자동차,철도차량,선박,항공기",오일류,0,0,0,3300,"자동차,철도차량",자동차,승용자동차
2022-07-10 19:43,서울특별시,도봉구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"불씨,불꽃,화원방치",합성수지,합성고무(타이어),0,0,0,7,주거,공동주택,다세대주택
2022-07-10 19:50,울산광역시,울주군,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,0,0,0,574,기타서비스,기타건축물,기타 건축물
2022-07-10 20:21,경상북도,성주군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,자동제어 실패,기타,기타,0,0,0,2720,산업시설,공장시설,금속기계 및 기구공업
2022-07-10 21:37,경기도,의정부시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,49,기타,야외,쓰레기
2022-07-10 21:40,서울특별시,강남구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,재활용,0,0,0,27,기타,야외,쓰레기
2022-07-10 22:32,울산광역시,남구,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",전기적 요인,기타(전기적요인),합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,110,생활서비스,음식점,일식
2022-07-10 22:59,경기도,이천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,4591,주거,단독주택,단독주택
2022-07-10 23:03,제주특별자치도,제주시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자",전선피복,0,0,0,55,주거,공동주택,아파트
2022-07-10 23:16,대전광역시,서구,"자동차,철도차량",기타,기타,교통사고,교통사고,"전기,전자",전선피복,0,0,0,305,"자동차,철도차량",자동차,승용자동차
2022-07-10 23:20,경기도,부천시,"건축,구조물",미상,미상,방화,방화,"침구,직물류","기타(침구,직물류)",1,0,1,15238,주거,공동주택,다세대주택
2022-07-10 23:25,대구광역시,달성군,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,1,0,1,570,주거,공동주택,아파트
2022-07-10 23:30,울산광역시,북구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2022-07-10 23:34,경기도,용인시기흥구,"자동차,철도차량","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,2200,"자동차,철도차량",자동차,화물자동차
2022-07-11 00:01,전라남도,순천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,가구,"옷장, 책장 등",0,0,0,1492,주거,공동주택,다세대주택
2022-07-11 00:24,경기도,시흥시,"자동차,철도차량","담뱃불, 라이터불","기타(담뱃불,라이터불)",방화,방화,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,3639,"자동차,철도차량",자동차,화물자동차
2022-07-11 00:37,경기도,시흥시,"자동차,철도차량","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,"자동차,철도차량,선박,항공기",좌석시트,1,1,0,2090,"자동차,철도차량",자동차,승용자동차
2022-07-11 02:06,경상남도,창원시 성산구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,425,주거,단독주택,단독주택
2022-07-11 02:34,강원특별자치도,태백시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,156119,집합시설,종교시설,기타 종교시설
2022-07-11 02:35,울산광역시,동구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자","기타(전기,전자)",0,0,0,3,주거,공동주택,다세대주택
2022-07-11 03:07,경기도,이천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,1318798,산업시설,공장시설,식료품공업
2022-07-11 03:27,경기도,평택시,"자동차,철도차량","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,"종이,목재,건초등",종이,0,0,0,5500,"자동차,철도차량",자동차,승용자동차
2022-07-11 03:40,경상남도,거제시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,165,주거,단독주택,단독주택
2022-07-11 03:58,경상남도,거제시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,0,0,0,1779,주거,단독주택,다가구주택
2022-07-11 04:19,제주특별자치도,제주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,9504,주거,단독주택,단독주택
2022-07-11 04:27,경기도,의정부시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판",0,0,0,2712,주거,공동주택,아파트
2022-07-11 05:06,광주광역시,광산구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,327,산업시설,공장시설,금속기계 및 기구공업
2022-07-11 05:55,강원특별자치도,삼척시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,716,주거,공동주택,다세대주택
2022-07-11 06:21,부산광역시,북구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,0,0,0,537,"판매,업무시설",판매시설,전통시장
2022-07-11 06:59,서울특별시,강서구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,160,주거,공동주택,기타 공동주택
2022-07-11 07:32,충청북도,단양군,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",교통사고,교통사고,"자동차,철도차량,선박,항공기",오일류,0,0,0,70400,"자동차,철도차량",건설기계,덤프트럭
2022-07-11 07:47,강원특별자치도,영월군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"누전,지락","전기,전자",전선피복,0,0,0,1026,주거,단독주택,단독주택
2022-07-11 08:09,충청북도,음성군,"건축,구조물",미상,미상,화학적 요인,자연발화,기타,기타,0,0,0,235,주거,단독주택,단독주택
2022-07-11 08:23,전라남도,진도군,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,0,0,0,176,기타,야외,기타야외
2022-07-11 08:40,울산광역시,북구,"건축,구조물",작동기기,전기적 아크(단락),미상,미상,"전기,전자",전선피복,0,0,0,984,생활서비스,음식점,한식
2022-07-11 08:42,경상북도,포항시남구,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","목재, 합판",0,0,0,1438,기타서비스,기타건축물,기타 건축물
2022-07-11 09:13,서울특별시,송파구,기타(쓰레기 화재등),미상,미상,기계적 요인,"오일,연료누설","자동차,철도차량,선박,항공기",오일류,0,0,0,2420,기타,야외,기타야외
2022-07-11 09:15,경기도,화성시,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치",합성수지,기타(합성수지),0,0,0,3169,산업시설,공장시설,그 밖의 공업
2022-07-11 09:21,부산광역시,남구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,99,주거,공동주택,아파트
2022-07-11 09:28,울산광역시,울주군,기타(쓰레기 화재등),"불꽃, 불티","기타(불꽃,불티)",부주의,쓰레기 소각,쓰레기류,기타 쓰레기,0,0,0,0,기타,야외,쓰레기
2022-07-11 09:37,충청남도,논산시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자","전기, 전자기기 내부배선",0,0,0,11112,기타서비스,기타건축물,기타 건축물
2022-07-11 09:41,강원특별자치도,춘천시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",종이,0,0,0,107,기타,야외,쓰레기
2022-07-11 09:42,제주특별자치도,제주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,11,주거,단독주택,단독주택
2022-07-11 10:05,경기도,파주시,"자동차,철도차량",자연적 발화열,햇볕,기계적 요인,"과열, 과부하","전기,전자","기타(전기,전자)",0,0,0,1761,"자동차,철도차량",자동차,승용자동차
2022-07-11 10:15,경기도,성남시중원구,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,562,"의료,복지시설",건강시설,"목욕장(사우나, 찜질방)"
2022-07-11 10:27,서울특별시,강남구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,층간단락,"전기,전자","작동장치(모터, 히터, 램프 등)",0,0,0,622,"판매,업무시설",일반업무,일반회사
2022-07-11 10:37,경상북도,경주시,"건축,구조물",기타,기타,전기적 요인,미확인단락,미상,미상,0,0,0,2153,"판매,업무시설",숙박시설,콘도미니엄
2022-07-11 10:39,서울특별시,종로구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,0,0,0,12,주거,공동주택,아파트
2022-07-11 10:44,제주특별자치도,서귀포시,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,550,"자동차,철도차량",자동차,소형 승합차
2022-07-11 11:31,경기도,고양시덕양구,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",부품,0,0,0,495,"자동차,철도차량",자동차,화물자동차
2022-07-11 11:48,전라남도,영암군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,튀김유,0,0,0,485,생활서비스,음식점,한식
2022-07-11 12:19,강원특별자치도,춘천시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,합성수지,기타(합성수지),0,0,0,79,주거,공동주택,다세대주택
2022-07-11 12:22,서울특별시,종로구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,0,기타,야외,쓰레기
2022-07-11 12:23,부산광역시,수영구,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,88,기타,야외,기타야외
2022-07-11 12:27,전라남도,장성군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,6240,산업시설,공장시설,그 밖의 공업
2022-07-11 12:54,경기도,가평군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자","전기, 전자기기 케이스",0,0,0,389,주거,단독주택,단독주택
2022-07-11 12:59,경상북도,문경시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판",0,0,0,171,주거,단독주택,단독주택
2022-07-11 13:17,경기도,남양주시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자","전기, 전자기기 기판",0,0,0,2460,산업시설,창고시설,"창고, 물품저장소"
2022-07-11 13:26,전북특별자치도,전주시완산구,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",나무,0,0,0,148,기타,야외,기타야외
2022-07-11 13:28,경기도,안성시,"건축,구조물","마찰, 전도, 복사","마찰열,마찰 스파크",전기적 요인,기타(전기적요인),쓰레기류,분진,0,0,0,3043,산업시설,공장시설,그 밖의 공업
2022-07-11 13:51,경기도,고양시덕양구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,2984,주거,단독주택,단독주택
2022-07-11 14:12,강원특별자치도,정선군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,1025,"판매,업무시설",판매시설,상가빌딩
2022-07-11 14:16,경기도,안양시동안구,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",교통사고,교통사고,"자동차,철도차량,선박,항공기",전기배선,0,0,0,5390,"자동차,철도차량",자동차,승용자동차
2022-07-11 14:24,서울특별시,노원구,"건축,구조물",작동기기,전기적 아크(단락),부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자",전선피복,0,0,0,103,주거,단독주택,다가구주택
2022-07-11 14:30,광주광역시,북구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",기계적 요인,기타(기계적요인),"전기,전자","기타(전기,전자)",0,0,0,72889,생활서비스,일상서비스,"수리,A/S,상하수도"
2022-07-11 14:39,제주특별자치도,서귀포시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,1960,기타서비스,기타건축물,기타 건축물
2022-07-11 14:46,서울특별시,강북구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,55,산업시설,작업장,기타 작업장
2022-07-11 14:51,경상남도,거제시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,50,주거,공동주택,아파트
2022-07-11 15:03,강원특별자치도,춘천시,"건축,구조물",작동기기,전기적 아크(단락),제품결함,제조상결함,"전기,전자","전기, 전자기기 기판",0,0,0,1517,주거,공동주택,아파트
2022-07-11 15:04,부산광역시,북구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,미확인단락,"전기,전자",전자기기 부속품,0,0,0,50,주거,기타주택,기타 주택
2022-07-11 15:13,경기도,남양주시,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,노후,"전기,전자","전기, 전자기기 기판",0,0,0,13921,주거,공동주택,아파트
2022-07-11 15:22,울산광역시,동구,"건축,구조물",기타,기타,부주의,음식물 조리중,기타,기타,0,0,0,3,주거,공동주택,다세대주택
2022-07-11 15:26,전라남도,함평군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,미상,미상,0,0,0,1017,산업시설,발전시설,태양광발전
2022-07-11 15:37,전라남도,영암군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,6852,주거,단독주택,단독주택
2022-07-11 15:42,서울특별시,은평구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,0,생활서비스,일상서비스,부동산 중개업소
2022-07-11 15:44,전북특별자치도,고창군,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",방화,방화,쓰레기류,재활용,0,0,0,1,기타,야외,쓰레기
2022-07-11 15:56,부산광역시,강서구,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","기타(전기,전자)",0,0,0,9735,"자동차,철도차량",자동차,"캠핑용 자동차,트레일러"
2022-07-11 16:09,인천광역시,남동구,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",쓰레기류,분진,0,0,0,1122,산업시설,공장시설,금속기계 및 기구공업
2022-07-11 16:15,대구광역시,달서구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,튀김유,0,0,0,120,주거,단독주택,단독주택
2022-07-11 16:40,서울특별시,마포구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","전기, 전자기기 기판",0,0,0,1574,주거,공동주택,아파트
2022-07-11 16:44,경상남도,산청군,"건축,구조물",미상,미상,미상,미상,미상,미상,1,0,1,498903,"판매,업무시설",숙박시설,펜션
2022-07-11 17:03,인천광역시,연수구,"건축,구조물",작동기기,기타(작동기기),전기적 요인,기타(전기적요인),"전기,전자",전선피복,0,0,0,185,주거,공동주택,아파트
2022-07-11 18:24,서울특별시,서초구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전자기기 부속품,0,0,0,9182,주거,공동주택,아파트
2022-07-11 18:37,제주특별자치도,서귀포시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"종이,목재,건초등","목재, 합판",0,0,0,3911,생활서비스,음식점,"커피숍,다방,카페(휴게)"
2022-07-11 18:40,대구광역시,달서구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,"불씨,불꽃,화원방치",가연성가스,프로판가스,4,0,4,814,생활서비스,음식점,한식
2022-07-11 18:46,서울특별시,영등포구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자","콘센트, 스위치류",0,0,0,3,생활서비스,음식점,한식
2022-07-11 18:55,서울특별시,마포구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,"종이,목재,건초등",나무,0,0,0,11,주거,단독주택,단독주택
2022-07-11 19:05,경기도,화성시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","기타(전기,전자)",0,0,0,312,주거,공동주택,아파트
2022-07-11 19:06,전라남도,여수시,기타(쓰레기 화재등),기타,기타,부주의,음식물 조리중,기타,기타,0,0,0,69,기타,야외,공터
2022-07-11 19:28,경기도,구리시,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",부주의,기타(부주의),쓰레기류,기타 쓰레기,0,0,0,1320,"자동차,철도차량",자동차,승용자동차
2022-07-11 19:35,대구광역시,동구,기타(쓰레기 화재등),"마찰, 전도, 복사","화염 전도,복사열",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,0,기타,야외,기타야외
2022-07-11 19:35,세종특별자치시,세종,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,51,생활서비스,일상서비스,편의점
2022-07-11 19:46,대구광역시,중구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자","전기, 전자기기 기판",0,0,0,31,"판매,업무시설",판매시설,쇼핑센터
2022-07-11 20:47,부산광역시,사하구,"건축,구조물",작동기기,전기적 아크(단락),제품결함,기타(제품결함),"전기,전자","전기, 전자기기 기판",0,0,0,9743,주거,공동주택,아파트
2022-07-11 20:56,경기도,평택시,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"오일,연료누설","자동차,철도차량,선박,항공기","경유(자동차,철도)",0,0,0,1650,"자동차,철도차량",자동차,승용자동차
2022-07-11 20:56,경기도,고양시덕양구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,226,주거,공동주택,아파트
2022-07-11 21:06,인천광역시,계양구,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,217800,"자동차,철도차량",자동차,특수자동차
2022-07-11 21:08,경기도,용인시처인구,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판",0,0,0,1782,"자동차,철도차량",자동차,승용자동차
2022-07-11 21:17,부산광역시,사상구,기타(쓰레기 화재등),작동기기,"불꽃, 스파크, 정전기",기계적 요인,노후,"전기,전자","기타(전기,전자)",0,0,0,50,기타,야외,기타야외
2022-07-11 21:28,대구광역시,달서구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,376,산업시설,공장시설,금속기계 및 기구공업
2022-07-11 21:57,강원특별자치도,양구군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,13166,기타서비스,기타건축물,기타 건축물
2022-07-11 22:31,경기도,고양시덕양구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,0,0,0,1853,산업시설,동식물시설,농예용 온실
2022-07-11 22:58,제주특별자치도,제주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,15384,주거,단독주택,단독주택
2022-07-11 23:29,서울특별시,양천구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,317,주거,공동주택,아파트
2022-07-12 00:29,서울특별시,동대문구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,가구,소파,0,0,0,3219,"판매,업무시설",일반업무,기타 일반업무시설
2022-07-12 01:44,서울특별시,동대문구,"건축,구조물",작동기기,기타(작동기기),부주의,음식물 조리중,식품,튀김유,1,0,1,351,주거,단독주택,단독주택
2022-07-12 02:09,경기도,화성시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,97695,산업시설,공장시설,제재 및 목공업
2022-07-12 02:24,인천광역시,남동구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,20246,산업시설,공장시설,"전기, 전자공업"
2022-07-12 02:50,경상북도,상주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","전기, 전자기기 내부배선",0,0,0,1149,산업시설,창고시설,"창고, 물품저장소"
2022-07-12 04:07,경기도,성남시수정구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,37,주거,단독주택,단독주택
2022-07-12 04:52,경기도,광명시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),"전기,전자",전선피복,0,0,0,176435,"의료,복지시설",의료시설,의원
2022-07-12 05:12,경상남도,거창군,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,22,기타,야외,쓰레기
2022-07-12 05:14,부산광역시,해운대구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,기타,기타,0,0,0,1932,주거,단독주택,단독주택
2022-07-12 06:02,세종특별자치시,세종,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,399581,산업시설,공장시설,식료품공업
2022-07-12 06:30,경기도,이천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","콘센트, 스위치류",0,0,0,77201,산업시설,공장시설,식료품공업
2022-07-12 06:56,전북특별자치도,남원시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,67,기타서비스,기타건축물,기타 건축물
2022-07-12 06:59,경기도,안산시상록구,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),"자동차,철도차량,선박,항공기",전기배선,0,0,0,1650,"자동차,철도차량",자동차,승용자동차
2022-07-12 07:07,대구광역시,남구,"자동차,철도차량",미상,미상,미상,미상,미상,미상,1,0,1,46464,"자동차,철도차량",자동차,승용자동차
2022-07-12 07:10,경상남도,김해시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,8074,생활서비스,음식점,한식
2022-07-12 07:45,서울특별시,은평구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자","전기, 전자기기 내부배선",0,0,0,261,주거,공동주택,아파트
2022-07-12 07:49,부산광역시,기장군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","전기, 전자기기 내부배선",0,0,0,1126,주거,공동주택,아파트
2022-07-12 07:53,전북특별자치도,전주시완산구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",기계적 요인,"과열, 과부하","전기,전자",전선피복,0,0,0,35,주거,공동주택,아파트
2022-07-12 07:55,경상남도,함안군,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,기타(전기적요인),"종이,목재,건초등","목재, 합판",0,0,0,4036,산업시설,공장시설,그 밖의 공업
2022-07-12 08:45,경상남도,김해시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자","작동장치(모터, 히터, 램프 등)",0,0,0,974,산업시설,공장시설,금속기계 및 기구공업
2022-07-12 09:43,경기도,군포시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판",0,0,0,7295,주거,공동주택,아파트
2022-07-12 09:56,전라남도,영암군,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",타이어,0,0,0,2915,"자동차,철도차량",건설기계,덤프트럭
2022-07-12 11:27,울산광역시,남구,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,"오일,연료누설",기타,기타,0,0,0,57445,산업시설,공장시설,그 밖의 공업
